"station_id","station_name","weather_date","precipitation","snow_depth","snowfall","max_temperature","min_temperature","average_wind_speed"
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-01",0,0,0,83,66,6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-02",0,0,0,78,62,4.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-03",0.04,0,0,70,63,1.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-04",0.4,0,0,83,66,2.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-05",0.90999997,0,0,71,65,3.4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-06",0,0,0,83,65,5.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-07",0,0,0,85,64,5.1
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-08",0.45000002,0,0,67,52,7.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-09",0,0,0,71,54,8.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-10",0,0,0,77,57,5.4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-11",0,0,0,88,59,3.4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-12",0,0,0,83,62,8.1
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-13",0,0,0,74,57,7.4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-14",0,0,0,79,58,4.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-15",0,0,0,85,62,2.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-16",0.22,0,0,74,65,1.8
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-17",0,0,0,78,63,4.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-18",0,0,0,87,61,2.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-19",0,0,0,88,66,2.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-20",0,0,0,84,64,3.1
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-21",0,0,0,87,72,4.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-22",0,0,0,86,68,4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-23",0,0,0,83,69,2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-24",0,0,0,84,67,6.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-25",0,0,0,86,64,3.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-26",0,0,0,87,67,2.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-27",0.45000002,0,0,83,67,4.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-28",0.120000005,0,0,76,68,3.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-29",0.01,0,0,83,67,2.2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-06-30",0,0,0,85,67,2.9
